type,severity,message,project_name,project_code,ministry,sector,state,risk_score
COST_ESCALATION,CRITICAL,Cost escalated by 79.0% from original,Rajiv Bhima Lift Irrigation Scheme,,"Department of Water Resources, River Development & GR",Water Resources,Telangana,54.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Rajiv Bhima Lift Irrigation Scheme,,"Department of Water Resources, River Development & GR",Water Resources,Telangana,54.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Upgradatiobn and Rehabilitation of Section of NH 361 F from Parli 00/000 to,,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,19.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Widening to Two with Paved shoulders from Km 59.500 to Km 132.033 of,,Ministry of Road Transport & Highways,Roads & Highways,Telangana,18.3
COST_ESCALATION,WARNING,Cost escalated by 30.1% from original,Khammam-Devarapalle Pkg V [4L Access Controlled Greenfield from,,Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,44.9
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Delhi-Vadodara Greenfield Alignment NH-148N Pkg-28 Ch.756052 to Ch.781282,,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,42.8
COST_ESCALATION,WARNING,Cost escalated by 26.1% from original,Kodinar - Veraval Package VI from km. 221.610 to km. 263.00 of NH-8E & km.,,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,51.0
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Kodinar - Veraval Package VI from km. 221.610 to km. 263.00 of NH-8E & km.,,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,51.0
COST_ESCALATION,WARNING,Cost escalated by 27.3% from original,Kagvadar - Una Package-IV,,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,47.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Kagvadar - Una Package-IV,,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,47.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Dwarka Expressway Pkg-III Delhi/HR Border to Start of RoB Gurugram,,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Delhi,
Haryana)",41.3
COST_ESCALATION,WARNING,Cost escalated by 25.3% from original,4L Poanta SahebMednipur from Km. 435.65 to km. 458.65 of NH-07Pkg-1,,Ministry of Road Transport & Highways,Roads & Highways,"Multi-States
(Uttarakhand, Himachal
Pradesh)",43.6
COST_ESCALATION,CRITICAL,Cost escalated by 68.7% from original,Aligarh-Kanpur Pkg I [Aligarh-Bhadwas],,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,57.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Aligarh-Kanpur Pkg I [Aligarh-Bhadwas],,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,57.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of Balance work of 2-Lane with PS of Joram-Koloriang Road NH-,,Ministry of Road Transport & Highways,Roads & Highways,Arunachal Pradesh,24.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Rehabilitation and upgradation to 2 Lane with Paved shoulder of Economic,,Ministry of Road Transport & Highways,Roads & Highways,Mizoram,27.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Rehabilitation and Up gradation to 2-lane with paved shoulder of Keifang Section,,Ministry of Road Transport & Highways,Roads & Highways,Mizoram,23.3
COST_ESCALATION,WARNING,Cost escalated by 47.2% from original,Guwahati Airport New Integrated Terminal Building Construction Project,706724.0,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,Assam,69.5
PF_GAP,WARNING,Physical-Financial gap of -56.5%,Guwahati Airport New Integrated Terminal Building Construction Project,706724.0,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,Assam,69.5
ELEVATED_RISK_ML,WARNING,ML risk score: 70/100,Guwahati Airport New Integrated Terminal Building Construction Project,706724.0,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,Assam,69.5
TIME_OVERRUN,WARNING,Delayed by 15 months,Guwahati Airport New Integrated Terminal Building Construction Project,706724.0,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,Assam,69.5
TIME_OVERRUN,WARNING,Delayed by 29 months,C/o NITB Imphal Airport,706718.0,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,Manipur,44.2
EXPENDITURE_LAG,CRITICAL,Only 27% budget spent but 110% time elapsed,Widening of basic strip at Western Side of Runway Chainage 80m to 920m i/c,612793.0,Ministry of Civil Aviation,Aviation & Aviation Infrastructure,Sikkim,42.1
PF_GAP,WARNING,Physical-Financial gap of -31.5%,TIRAP OCP,615821.0,Ministry of Coal,Coal,Assam,11.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of Permanent Campus of National Institute of Technology Arunachal,612898.0,Department of Higher Education,Education,Arunachal Pradesh,15.2
PF_GAP,WARNING,Physical-Financial gap of -75.2%,Tezpur University Projects,606112.0,Department of Higher Education,Education,Assam,51.9
TIME_OVERRUN,WARNING,Delayed by 25 months,Tezpur University Projects,606112.0,Department of Higher Education,Education,Assam,51.9
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Tezpur University Projects,606112.0,Department of Higher Education,Education,Assam,51.9
PF_GAP,WARNING,Physical-Financial gap of 21.1%,Construction and Developement of National Institute of Technology Meghalaya,612885.0,Department of Higher Education,Education,Meghalaya,38.2
TIME_OVERRUN,CRITICAL,Delayed by 55 months,Construction and Developement of National Institute of Technology Meghalaya,612885.0,Department of Higher Education,Education,Meghalaya,38.2
EXPENDITURE_LAG,CRITICAL,Only 35% budget spent but 79% time elapsed,"Construction of Permanent Campus for NIT Mizoram at Lengpui, Aizawl",612876.0,Department of Higher Education,Education,Mizoram,34.0
PF_GAP,WARNING,Physical-Financial gap of -31.3%,"Construction of Permanent Campus for NIT Mizoram at Lengpui, Aizawl",612876.0,Department of Higher Education,Education,Mizoram,34.0
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,"Construction of Permanent Campus for NIT Mizoram at Lengpui, Aizawl",612876.0,Department of Higher Education,Education,Mizoram,34.0
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Establishment of NIT Nagaland,613013.0,Department of Higher Education,Education,Nagaland,12.5
TIME_OVERRUN,WARNING,Delayed by 21 months,"Construction of Sikkim University Campus Phase-I Package-II at Yangang, South",609736.0,Department of Higher Education,Education,Sikkim,56.3
PF_GAP,WARNING,Physical-Financial gap of 33.8%,"National Sports University [NSU], Imphal [Manipur]",400081.0,Department of Sports,Education,Manipur,50.3
TIME_OVERRUN,WARNING,Delayed by 24 months,"National Sports University [NSU], Imphal [Manipur]",400081.0,Department of Sports,Education,Manipur,50.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,"National Sports University [NSU], Imphal [Manipur]",400081.0,Department of Sports,Education,Manipur,50.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Kalai-II Hydro Electric Project [1200 MW],619311.0,Ministry of Power,Electricity Generation,Arunachal Pradesh,21.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,700 MW Tato-II HE Project,611716.0,Ministry of Power,Electricity Generation,Arunachal Pradesh,21.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,186 MW Tato-I H E Project,611699.0,Ministry of Power,Electricity Generation,Arunachal Pradesh,21.3
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Dibang Multipurpose Project,602182.0,Ministry of Power,Electricity Generation,Arunachal Pradesh,18.3
COST_ESCALATION,CRITICAL,Cost escalated by 314.9% from original,Subansiri Lower HE Project [2000 MW],602096.0,Ministry of Power,Electricity Generation,"Multi-States (Assam,
Arunachal Pradesh)",91.4
PF_GAP,WARNING,Physical-Financial gap of -322.8%,Subansiri Lower HE Project [2000 MW],602096.0,Ministry of Power,Electricity Generation,"Multi-States (Assam,
Arunachal Pradesh)",91.4
HIGH_RISK_ML,CRITICAL,ML risk score: 91/100,Subansiri Lower HE Project [2000 MW],602096.0,Ministry of Power,Electricity Generation,"Multi-States (Assam,
Arunachal Pradesh)",91.4
TIME_OVERRUN,CRITICAL,Delayed by 198 months,Subansiri Lower HE Project [2000 MW],602096.0,Ministry of Power,Electricity Generation,"Multi-States (Assam,
Arunachal Pradesh)",91.4
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Subansiri Lower HE Project [2000 MW],602096.0,Ministry of Power,Electricity Generation,"Multi-States (Assam,
Arunachal Pradesh)",91.4
COST_ESCALATION,CRITICAL,Cost escalated by 94.8% from original,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] -,605156.0,Ministry of Power,Electricity Generation,Sikkim,79.0
PF_GAP,WARNING,Physical-Financial gap of -85.6%,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] -,605156.0,Ministry of Power,Electricity Generation,Sikkim,79.0
ELEVATED_RISK_ML,WARNING,ML risk score: 79/100,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] -,605156.0,Ministry of Power,Electricity Generation,Sikkim,79.0
TIME_OVERRUN,WARNING,Delayed by 30 months,Rangit-IV HE Project [120 MW] executed by Jal Power Corporation Ltd. [JPCL] -,605156.0,Ministry of Power,Electricity Generation,Sikkim,79.0
TIME_OVERRUN,CRITICAL,Delayed by 66 months,"TEESTA-VI HE PROJECT, SIKKIM [500 MW], executed by LANCO TEESTA",602181.0,Ministry of Power,Electricity Generation,Sikkim,36.9
COST_ESCALATION,WARNING,Cost escalated by 31.1% from original,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT,607709.0,Ministry of Power,Transmission & Distribution,"Multi-States (Nagaland,
Mizoram, Manipur,
Meghalaya, Tripura,
Assam)",69.9
ELEVATED_RISK_ML,WARNING,ML risk score: 70/100,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT,607709.0,Ministry of Power,Transmission & Distribution,"Multi-States (Nagaland,
Mizoram, Manipur,
Meghalaya, Tripura,
Assam)",69.9
TIME_OVERRUN,CRITICAL,Delayed by 99 months,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT,607709.0,Ministry of Power,Transmission & Distribution,"Multi-States (Nagaland,
Mizoram, Manipur,
Meghalaya, Tripura,
Assam)",69.9
COST_ESCALATION,CRITICAL,Cost escalated by 92.0% from original,Comprehensive Scheme for Strengthening of Transmission and Distribution,602223.0,Ministry of Power,Transmission & Distribution,"Multi-States (Sikkim,
Arunachal Pradesh)",92.2
PF_GAP,WARNING,Physical-Financial gap of -87.3%,Comprehensive Scheme for Strengthening of Transmission and Distribution,602223.0,Ministry of Power,Transmission & Distribution,"Multi-States (Sikkim,
Arunachal Pradesh)",92.2
HIGH_RISK_ML,CRITICAL,ML risk score: 92/100,Comprehensive Scheme for Strengthening of Transmission and Distribution,602223.0,Ministry of Power,Transmission & Distribution,"Multi-States (Sikkim,
Arunachal Pradesh)",92.2
TIME_OVERRUN,CRITICAL,Delayed by 99 months,Comprehensive Scheme for Strengthening of Transmission and Distribution,602223.0,Ministry of Power,Transmission & Distribution,"Multi-States (Sikkim,
Arunachal Pradesh)",92.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Comprehensive Scheme for Strengthening of Transmission and Distribution,602223.0,Ministry of Power,Transmission & Distribution,"Multi-States (Sikkim,
Arunachal Pradesh)",92.2
PF_GAP,WARNING,Physical-Financial gap of 22.4%,"Setting up of new rail fed POL facility at Kamardanga, Assam",709755.0,Ministry of Petroleum & Natural Gas,Energy Storage,Assam,8.8
EXPENDITURE_LAG,CRITICAL,Only 28% budget spent but 205% time elapsed,Power Recovery Turbine [PRT] in PFCCU unit as an Energy Conservation,709865.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,60.0
PF_GAP,WARNING,Physical-Financial gap of 71.1%,Power Recovery Turbine [PRT] in PFCCU unit as an Energy Conservation,709865.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,60.0
ELEVATED_RISK_ML,WARNING,ML risk score: 60/100,Power Recovery Turbine [PRT] in PFCCU unit as an Energy Conservation,709865.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,60.0
TIME_OVERRUN,WARNING,Delayed by 24 months,Power Recovery Turbine [PRT] in PFCCU unit as an Energy Conservation,709865.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,60.0
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Power Recovery Turbine [PRT] in PFCCU unit as an Energy Conservation,709865.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,60.0
TIME_OVERRUN,WARNING,Delayed by 32 months,DCU Revamp Project,709864.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,36.2
EXPENDITURE_LAG,CRITICAL,Only 34% budget spent but 113% time elapsed,Capacity Expansion of Digboi Refinery from 0.65 to 1.0 MMTPA,709779.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,44.6
PF_GAP,WARNING,Physical-Financial gap of 27.4%,Capacity Expansion of Digboi Refinery from 0.65 to 1.0 MMTPA,709779.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,44.6
TIME_OVERRUN,WARNING,Delayed by 16 months,Capacity Expansion of Digboi Refinery from 0.65 to 1.0 MMTPA,709779.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,44.6
COST_ESCALATION,WARNING,Cost escalated by 16.6% from original,Augmentation/Revamping of Facilities at existing Guwahati Terminal at Betkuchi,709776.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,29.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,"Group Gathering Station, Lakwagaon",619316.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,22.8
PF_GAP,WARNING,Physical-Financial gap of 27.0%,"Pipeline Rehabilitation Project, Phase-II",617827.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,21.2
TIME_OVERRUN,WARNING,Delayed by 32 months,"Construction of Field Gas Gathering Station at Baghjan area for collection,",616858.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,39.0
ELEVATED_RISK_ML,WARNING,ML risk score: 72/100,Development of Surface Facilities for production and evacuation of Crude Oil and,604863.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,72.1
TIME_OVERRUN,CRITICAL,Delayed by 82 months,Development of Surface Facilities for production and evacuation of Crude Oil and,604863.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,72.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Development of Surface Facilities for production and evacuation of Crude Oil and,604863.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,72.1
COST_ESCALATION,CRITICAL,Cost escalated by 104.7% from original,Numaligarh Refinery Expansion Project,604791.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,78.4
PF_GAP,WARNING,Physical-Financial gap of -78.1%,Numaligarh Refinery Expansion Project,604791.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,78.4
ELEVATED_RISK_ML,WARNING,ML risk score: 78/100,Numaligarh Refinery Expansion Project,604791.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,78.4
TIME_OVERRUN,WARNING,Delayed by 32 months,Numaligarh Refinery Expansion Project,604791.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Assam,78.4
EXPENDITURE_LAG,CRITICAL,Only 12% budget spent but 73% time elapsed,"Augmentation/ Revamping of Dimapur Depot, Dimapur",709786.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Nagaland,24.6
PF_GAP,WARNING,Physical-Financial gap of 30.7%,"Augmentation/ Revamping of Dimapur Depot, Dimapur",709786.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Nagaland,24.6
PF_GAP,WARNING,Physical-Financial gap of 32.5%,"Creation of Gas Dehydration Facilities, Tripura Asset",709837.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Tripura,47.4
TIME_OVERRUN,WARNING,Delayed by 29 months,"Creation of Gas Dehydration Facilities, Tripura Asset",709837.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Tripura,47.4
TIME_OVERRUN,CRITICAL,Delayed by 48 months,North East Gas Grid,701346.0,Ministry of Petroleum & Natural Gas,Oil & Gas,Tripura,38.6
PF_GAP,WARNING,Physical-Financial gap of -90.0%,Establishment of new GMC West Garo Hills [Tura],706989.0,Ministry of Health & Family Welfare,Healthcare,Meghalaya,21.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Establishment of new GMC West Garo Hills [Tura],706989.0,Ministry of Health & Family Welfare,Healthcare,Meghalaya,21.2
PF_GAP,WARNING,Physical-Financial gap of -47.7%,Establishment of new GMC Mon,707067.0,Ministry of Health & Family Welfare,Healthcare,Nagaland,20.7
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Establishment of new GMC Mon,707067.0,Ministry of Health & Family Welfare,Healthcare,Nagaland,20.7
COST_ESCALATION,CRITICAL,Cost escalated by 154.1% from original,Establishment of new GMC Gangtok,707039.0,Ministry of Health & Family Welfare,Healthcare,Sikkim,53.5
PF_GAP,WARNING,Physical-Financial gap of -174.9%,Establishment of new GMC Gangtok,707039.0,Ministry of Health & Family Welfare,Healthcare,Sikkim,53.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Establishment of new GMC Gangtok,707039.0,Ministry of Health & Family Welfare,Healthcare,Sikkim,53.5
COST_ESCALATION,WARNING,Cost escalated by 22.8% from original,New Bongaigaon - Goalpara - Guwahati Kamakhya 176 km,705572.0,Ministry of Railways,Railways,Assam,33.5
COST_ESCALATION,CRITICAL,Cost escalated by 52.8% from original,Jiribam-Imphal 110 km,705391.0,Ministry of Railways,Railways,Manipur,68.5
PF_GAP,WARNING,Physical-Financial gap of -40.2%,Jiribam-Imphal 110 km,705391.0,Ministry of Railways,Railways,Manipur,68.5
ELEVATED_RISK_ML,WARNING,ML risk score: 68/100,Jiribam-Imphal 110 km,705391.0,Ministry of Railways,Railways,Manipur,68.5
TIME_OVERRUN,WARNING,Delayed by 30 months,Jiribam-Imphal 110 km,705391.0,Ministry of Railways,Railways,Manipur,68.5
COST_ESCALATION,CRITICAL,Cost escalated by 206.8% from original,Murkongselek-Pasighat 26.15 km,705401.0,Ministry of Railways,Railways,"Multi-States (Arunachal
Pradesh, Assam)",81.7
PF_GAP,WARNING,Physical-Financial gap of -176.0%,Murkongselek-Pasighat 26.15 km,705401.0,Ministry of Railways,Railways,"Multi-States (Arunachal
Pradesh, Assam)",81.7
HIGH_RISK_ML,CRITICAL,ML risk score: 82/100,Murkongselek-Pasighat 26.15 km,705401.0,Ministry of Railways,Railways,"Multi-States (Arunachal
Pradesh, Assam)",81.7
TIME_OVERRUN,WARNING,Delayed by 21 months,Murkongselek-Pasighat 26.15 km,705401.0,Ministry of Railways,Railways,"Multi-States (Arunachal
Pradesh, Assam)",81.7
COST_ESCALATION,CRITICAL,Cost escalated by 129.8% from original,Dimapur-Kohima 88 km,705392.0,Ministry of Railways,Railways,"Multi-States (Assam,
Nagaland)",82.1
PF_GAP,WARNING,Physical-Financial gap of -55.8%,Dimapur-Kohima 88 km,705392.0,Ministry of Railways,Railways,"Multi-States (Assam,
Nagaland)",82.1
HIGH_RISK_ML,CRITICAL,ML risk score: 82/100,Dimapur-Kohima 88 km,705392.0,Ministry of Railways,Railways,"Multi-States (Assam,
Nagaland)",82.1
TIME_OVERRUN,CRITICAL,Delayed by 57 months,Dimapur-Kohima 88 km,705392.0,Ministry of Railways,Railways,"Multi-States (Assam,
Nagaland)",82.1
ELEVATED_RISK_ML,WARNING,ML risk score: 65/100,Teteliya-Byrnihat 21.5 km,705394.0,Ministry of Railways,Railways,"Multi-States
(Meghalaya, Assam)",65.4
TIME_OVERRUN,CRITICAL,Delayed by 187 months,Teteliya-Byrnihat 21.5 km,705394.0,Ministry of Railways,Railways,"Multi-States
(Meghalaya, Assam)",65.4
COST_ESCALATION,WARNING,Cost escalated by 49.5% from original,Sivok-Rangpo New Rail Line,705432.0,Ministry of Railways,Railways,Sikkim,92.2
PF_GAP,WARNING,Physical-Financial gap of -60.8%,Sivok-Rangpo New Rail Line,705432.0,Ministry of Railways,Railways,Sikkim,92.2
HIGH_RISK_ML,CRITICAL,ML risk score: 92/100,Sivok-Rangpo New Rail Line,705432.0,Ministry of Railways,Railways,Sikkim,92.2
TIME_OVERRUN,CRITICAL,Delayed by 151 months,Sivok-Rangpo New Rail Line,705432.0,Ministry of Railways,Railways,Sikkim,92.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Sivok-Rangpo New Rail Line,705432.0,Ministry of Railways,Railways,Sikkim,92.2
PF_GAP,WARNING,Physical-Financial gap of 20.1%,Construction of 2-lane road of Potin to Pangin section of NH-13 from Km 163.59,617892.0,Ministry of Road Transport & Highways,Roads & Highways,Arunachal Pradesh,50.0
TIME_OVERRUN,WARNING,Delayed by 35 months,Construction of 2-lane road of Potin to Pangin section of NH-13 from Km 163.59,617892.0,Ministry of Road Transport & Highways,Roads & Highways,Arunachal Pradesh,50.0
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of 2-lane road of Potin to Pangin section of NH-13 from Km 163.59,617892.0,Ministry of Road Transport & Highways,Roads & Highways,Arunachal Pradesh,50.0
TIME_OVERRUN,CRITICAL,Delayed by 55 months,Roing-Hunli Road Greenfield Alignment Project,618434.0,Ministry of Road Transport & Highways,Roads & Highways,Arunachal Pradesh,52.8
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Roing-Hunli Road Greenfield Alignment Project,618434.0,Ministry of Road Transport & Highways,Roads & Highways,Arunachal Pradesh,52.8
TIME_OVERRUN,CRITICAL,Delayed by 48 months,Construction of Balance work of 2-Lane with PS of Joram Koloriang Road from,618433.0,Ministry of Road Transport & Highways,Roads & Highways,Arunachal Pradesh,51.6
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of Balance work of 2-Lane with PS of Joram Koloriang Road from,618433.0,Ministry of Road Transport & Highways,Roads & Highways,Arunachal Pradesh,51.6
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of Intermediate Lane of Pango to Jorging Road from 0000 to Design,618405.0,Ministry of Road Transport & Highways,Roads & Highways,Arunachal Pradesh,26.8
PF_GAP,WARNING,Physical-Financial gap of -20.3%,Construction of lntermediate Lane Road with hard shoulder from design chainage,618404.0,Ministry of Road Transport & Highways,Roads & Highways,Arunachal Pradesh,14.5
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of Intermediate Lane with Hard Shoulder of Hunli to Hayuliang,618401.0,Ministry of Road Transport & Highways,Roads & Highways,Arunachal Pradesh,21.9
COST_ESCALATION,WARNING,Cost escalated by 43.8% from original,Balance work of 4L of NarimbangloJatinga Junction- Harangajoroad section from,619089.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,69.8
PF_GAP,WARNING,Physical-Financial gap of 25.1%,Balance work of 4L of NarimbangloJatinga Junction- Harangajoroad section from,619089.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,69.8
ELEVATED_RISK_ML,WARNING,ML risk score: 70/100,Balance work of 4L of NarimbangloJatinga Junction- Harangajoroad section from,619089.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,69.8
COST_ESCALATION,CRITICAL,Cost escalated by 79.8% from original,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of,619060.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,87.1
EXPENDITURE_LAG,CRITICAL,Only 9% budget spent but 209% time elapsed,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of,619060.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,87.1
PF_GAP,WARNING,Physical-Financial gap of 55.6%,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of,619060.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,87.1
HIGH_RISK_ML,CRITICAL,ML risk score: 87/100,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of,619060.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,87.1
TIME_OVERRUN,WARNING,Delayed by 13 months,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of,619060.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,87.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Construction of 4-Lane Badarpur Bypass from Design Chainage km 27300 at,619057.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,43.1
EXPENDITURE_LAG,CRITICAL,Only 20% budget spent but 153% time elapsed,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of,619013.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,75.7
PF_GAP,WARNING,Physical-Financial gap of 52.0%,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of,619013.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,75.7
ELEVATED_RISK_ML,WARNING,ML risk score: 76/100,Construction of Balance Work of 4-Laning of the Section from Jhanji to Demow of,619013.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,75.7
EXPENDITURE_LAG,CRITICAL,Only 0% budget spent but 164% time elapsed,2L with ES of Yagyi - Kalewa section from Milepost 40/0 to Milepost 115/5 in,618958.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,65.2
PF_GAP,WARNING,Physical-Financial gap of 52.0%,2L with ES of Yagyi - Kalewa section from Milepost 40/0 to Milepost 115/5 in,618958.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,65.2
ELEVATED_RISK_ML,WARNING,ML risk score: 65/100,2L with ES of Yagyi - Kalewa section from Milepost 40/0 to Milepost 115/5 in,618958.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,65.2
TIME_OVERRUN,CRITICAL,Delayed by 49 months,2L with ES of Yagyi - Kalewa section from Milepost 40/0 to Milepost 115/5 in,618958.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,65.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,2L with ES of Yagyi - Kalewa section from Milepost 40/0 to Milepost 115/5 in,618958.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,65.2
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Guwahati Ring Road in the State of Assam,618934.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,20.0
PF_GAP,WARNING,Physical-Financial gap of 55.5%,Development of External Trunk Connectivity and Internal Infrastructure Works at,618455.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,63.1
ELEVATED_RISK_ML,WARNING,ML risk score: 63/100,Development of External Trunk Connectivity and Internal Infrastructure Works at,618455.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,63.1
TIME_OVERRUN,WARNING,Delayed by 29 months,Development of External Trunk Connectivity and Internal Infrastructure Works at,618455.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,63.1
MULTI_MONTH_STAGNATION,CRITICAL,No progress improvement over multiple months,Development of External Trunk Connectivity and Internal Infrastructure Works at,618455.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,63.1
EXPENDITURE_LAG,CRITICAL,Only 6% budget spent but 384% time elapsed,"Earthwork in Formation, Road Work, Construction of Bridges, Blanketing, P. Way",618454.0,Ministry of Road Transport & Highways,Roads & Highways,Assam,65.2
